localite_ID_renacom,latitude,loc_type,locality,longitude,n_bureau,n_population_2001,n_population_2012,n_voters
2093,12.7,VA,TIANGALLA ( VA ),3.53,1,1083,,0.0
2094,12.74,VA,YELLO BERI,3.52,1,620,764.0,0.0
2095,12.77,VA,WADA GUESSE,3.5,1,208,,0.0
2096,12.75,VA,WADA ADAMOU,3.48,1,227,,226.0
2097,12.77,VA,WALIO KOUARA,3.5,1,472,,0.0
2098,12.82,VA,DEY KOUKOU EST ( VA ),3.48,1,364,,0.0
2099,12.81,VA,SERKIN DIADEY,3.49,1,253,,0.0
2100,12.92,VA,DORMI KOUARA ( VA ),3.48,1,212,,0.0
2101,13.09,VT,ALFA KORA ( VT ),3.57,1,79,,0.0
2102,12.84,VT,GANGA KOUARA,3.48,1,49,,0.0
2103,12.84,VA,HIMA DEY,3.48,1,771,,0.0
2104,12.94,VA,BOLBOL MARAFA,3.56,1,235,393.0,263.0
2105,13.05,VA,ABDOU KOUARA,3.57,1,125,,0.0
2106,13.1,VA,SOGSA ADAMOU,3.61,1,380,,226.0
2107,13.1,VA,MAMOUDOU KOARA,3.52,2,923,,757.0
2108,13.05,VA,GOUMANDEY SEYNI,3.55,2,1284,1568.0,936.0
2109,13.09,VA,KOROMBI KOUARA,3.59,1,259,,0.0
2110,13.42,VA,ZABIA KOUARA,3.49,1,230,,0.0
2111,12.96,H,TOMBO BARKE CHANTIER,3.56,1,79,,0.0
2112,12.94,VA,TOMBO BARKE,3.55,1,159,235.0,146.0
2113,13.07,VA,TOMBO SEIDA,3.67,1,93,91.0,0.0
2114,13.15,VT,SON ALLAH KOUARA TEGUI,3.28,1,275,,0.0
2115,12.87,VA,SON ALLAH KOUARA,3.52,1,958,,0.0
2116,12.96,VA,BOLBOL GOUMANDEY,3.57,2,1081,1986.0,749.0
2117,13.04,VA,GUEDA KOUARA,3.55,1,408,,0.0
2118,13.04,VT,TAPKIN KORE,3.58,1,85,151.0,0.0
2119,13.06,VA,TAMO KOUARA,3.57,1,878,,0.0
2120,13.01,VA,TOMBO TAFFA (VA),3.48,1,665,,0.0
2121,12.69,VA,TOULMEY ( VA ),3.51,1,849,,0.0
2122,12.95,VA,DEYTEGUI HASSANE (KARGUI BANGOU),3.5,1,1426,,0.0
2123,13.0,VA,ABANI KOUARA,3.53,1,302,,0.0
2124,13.02,H,DANDAKOY KOUARA,3.45,1,26,,0.0
2125,13.03,VA,DAOUDADEY(KOBADEY),3.45,1,1107,,0.0
2126,12.79,VA,BABA DEY,3.49,1,773,,0.0
2127,12.83,VA,ZANGO BABADEY BANIZOUMB,3.49,1,833,,0.0
2128,12.78,VA,SABKA YARIMA,3.51,1,436,,0.0
2129,12.84,VA,SABARA DEY,3.48,1,71,111.0,0.0
2130,12.89,VA,SADAGARI BAGOUMA,3.5,1,269,,175.0
2131,12.92,VA,MOUSSA KOUARA,3.48,1,346,,0.0
2132,12.87,VA,GARBEY KOUARA(BILAMA(VA),3.5,1,422,,0.0
2133,13.02,VA,FARAN KOUARA,3.53,1,152,,0.0
2134,12.25,VA,YELLA KAINA ( VA ),3.17,1,547,,0.0
2135,12.83,VA,SOULEY GARON KOUARA,2.97,1,258,,0.0
2136,13.07,VT,ALBARKA KOUARA,3.6,1,39,,0.0
2137,13.09,VA,SOGOSSA KARSANI (SAGASSA KARSANI),3.6,1,996,,0.0
2138,12.88,VA,BOUROUM ( VA),3.5,1,571,,0.0
2139,12.78,VA,BANI KANE,3.52,1,116,,0.0
2140,12.66,VA,BANI YOULWA,3.49,1,298,,0.0
2141,13.17,CPT,ROUGA,3.53,1,100,,0.0
2142,12.97,CPT,RABA PEULH,3.43,1,178,153.0,0.0
2143,13.4,CPT,BANO KOUARA,3.1,1,73,,0.0
2144,13.3,VA,SANEY,3.35,1,547,749.0,0.0
2145,13.34,H,WANZAM DEY,3.23,1,133,,0.0
2146,13.33,VA,KOLI BAGONGA,3.3,1,992,1263.0,169.0
2147,13.55,VA,TIANA DEY,3.52,1,332,,0.0
2148,13.47,VA,KOURE DEY (DOUNDOU N'GONGA ),3.37,1,922,,0.0
2149,13.44,VA,KOUARA TEGUI,3.32,1,75,,0.0
2150,13.29,VA,KOBE AZIA,3.35,1,541,804.0,320.0
2151,13.37,VT,DEY TEGUI HAIDARA,3.33,1,122,,0.0
2152,13.3,VT,SAY TOMBO,3.38,1,126,133.0,75.0
2153,13.34,VA,TIBBO BERI,3.35,1,788,2487.0,443.0
2154,13.18,VA,GOULMA GABI ( VA ),3.24,1,752,,0.0
2155,13.17,VA,MOKKO,3.27,2,3264,4447.0,822.0
2156,13.36,VT,SOUGUE DEY,3.85,1,469,,0.0
2157,13.33,VT,DINEY TOMBO,3.25,1,175,208.0,172.0
2158,13.33,VT,DEYITEGUI BANIZOUMBOU,3.2,1,316,,0.0
2159,13.31,VA,KOUTOUFANI,3.23,1,1741,2345.0,500.0
2160,12.5,VT,FANDO-GA,3.3,1,41,,0.0
2161,13.31,VT,MAILAYA DEY,3.5,1,21,,0.0
2162,13.22,VA,KOBERI,3.37,1,455,914.0,341.0
2163,13.5,VT,LADAN DEY,3.52,1,161,239.0,0.0
2164,12.38,VT,DAYTEGUI,3.09,1,117,,0.0
2165,13.47,VT,HILLI MOROU-DEY,3.43,1,175,,0.0
2166,13.53,VA,SANGOU,3.52,1,348,470.0,204.0
2167,13.4,VT,VT TOKOY DEY TGUI,3.38,1,94,,0.0
2168,13.39,VA,TOKOY KOMARIO,3.35,1,224,,0.0
2169,13.39,VT,DAREY BANGOU,3.42,1,165,216.0,91.0
2170,13.38,VA,SINI GUINDE,3.41,1,625,897.0,0.0
2171,13.44,VT,HAMADO-DEY,3.4,1,103,,0.0
2172,13.44,VA,GOROU BERI BAGNA,3.4,1,501,739.0,0.0
2173,13.47,VT,BAGAGI DEY TAGUEBON ( VT ),3.35,1,207,,0.0
2174,13.5,VT,YOUBERIKO ( VT ),3.37,1,178,,0.0
2175,13.43,VT,GUIDA,3.42,1,39,,0.0
2176,13.53,VT,BANI ZOUMBOU DAREKI,3.89,1,86,,0.0
2177,13.44,VA,DAREKI,3.32,1,1132,1679.0,0.0
2178,13.52,VT,FARSAY ( VT ),3.42,1,138,,0.0
2179,13.54,VT,FONDO BERI,3.45,1,210,,0.0
2180,13.54,VT,TICHIKAFANE,3.53,1,249,,0.0
2181,13.51,VA,BATAKO ( VA ),3.46,1,1135,,0.0
2182,13.52,VA,GONGA MOUSSA,3.32,1,351,475.0,233.0
2183,13.47,VT,TOMBO BERI,3.26,1,276,,0.0
2184,13.52,VT,BABAKABE,3.28,1,132,,0.0
2185,13.46,VA,TOMBO DJAMBE,3.25,1,1081,1567.0,452.0
2186,13.44,VT,RCV KATANGA,3.42,1,13,,0.0
2187,13.42,VT,CP KATANGA,3.43,1,11,,0.0
2188,13.42,VA,KATANGA,3.44,1,271,298.0,0.0
2189,13.39,VA,YAOUNA,3.31,1,195,258.0,186.0
2190,13.39,VT,MAIGARI DEY,3.84,1,95,,0.0
2191,12.79,VA,SINA KOUARA,3.27,1,183,238.0,0.0
2192,13.26,VA,KIROBI DEY,3.28,1,891,,0.0
2193,13.25,VT,ELHAJI DEY ( VT ),3.63,1,312,,0.0
2194,13.25,VT,GUINDE GONIDEY ( VT ),3.42,1,222,,0.0
2195,13.25,VA,SABOUDEY,3.39,1,923,1245.0,0.0
2196,13.27,VA,KOBE GATARI,3.38,1,567,780.0,394.0
2197,13.3,VT,BONBOKO,3.21,1,195,194.0,0.0
2198,13.3,VA,DAN BINDI,3.22,1,500,,0.0
2199,13.2,VT,TONDOBON,3.27,1,22,,238.0
2200,13.45,VT,AMADOU DEY,3.39,1,79,81.0,0.0
2201,12.79,VA,BABIA DEY,3.49,1,771,,454.0
2202,13.28,VT,HANKA SEYNI,3.24,1,536,,0.0
2203,13.28,VA,HANKA SEYNI,3.25,1,401,,0.0
2204,13.29,VA,HANKA TOMBO,3.25,1,1124,,0.0
2205,13.18,VA,DODRA (GABIA KOUARA),3.24,1,19,,0.0
2206,12.43,VA,GONGA KARIMOU,3.36,1,257,259.0,136.0
2207,13.22,VA,DIAMBARA DEYE,3.25,1,1336,,0.0
2208,13.27,VT,KOUDOU DEY,3.32,1,186,,0.0
2209,13.25,VA,KOKI FAFA,3.34,1,533,489.0,146.0
2210,13.22,VA,DEYTAGUI HASSAN,3.1,1,87,,0.0
2211,13.25,VA,TAKARA ( VA ),3.45,1,227,,0.0
2212,13.38,VA,KALTIZE,3.3,1,450,,0.0
2213,13.34,VA,TIBBO BERI,3.33,1,1075,2487.0,443.0
2214,13.18,VA,GABI KOUARA,3.24,1,366,,0.0
2215,13.17,CPT,CAMPEMENT PEULH ROUGA,3.52,1,68,,0.0
2216,13.57,CPT,TIOULAN,3.42,1,1414,,0.0
2217,13.0,CPT,CPC TIANA DEY,3.5,1,15,,0.0
2218,13.39,CPT,CP TOKOY,3.37,1,75,,0.0
2219,13.39,CPT,CP YAOUNA,3.32,1,118,156.0,0.0
2220,13.24,CPT,SINAKOUARA,3.32,1,53,,0.0
2221,13.28,CPT,CAMPEMENT PEULH(BANGOU BERI),3.58,1,66,,0.0
2222,12.53,VT,KOUARA ZENO,3.38,1,80,,0.0
2223,13.14,VA,MAYARA KOUARA ( VA ),3.47,1,710,,0.0
2224,12.25,VA,YELO KAÏNA ( CPT ),3.17,1,223,,0.0
2225,12.27,VT,ILLELA,3.01,1,214,250.0,107.0
2226,12.3,VT,ZONGO KOIRA,3.0,1,23,23.0,0.0
2227,12.3,VA,KOUASSI,2.99,1,655,,0.0
2228,12.34,VT,KOBIEL MAÏKADA (VT ),3.25,1,100,,0.0
2229,12.31,VA,MAYKADA,3.29,1,1053,,0.0
2230,12.47,VT,TONDI BANGOU ZENO,3.02,1,278,,0.0
2231,12.38,VT,DEYTAGUI,3.09,1,28,,43.0
2232,12.44,VA,TONDI BONGOU,2.98,1,120,,0.0
2233,12.33,VA,BABA KOUTCHA,3.28,1,343,,0.0
2234,12.44,VA,KOFFO ( VA ),3.15,1,405,,0.0
2235,12.3,VA,GOUNGOU,2.99,1,240,,0.0
2236,12.22,VA,FABANGOU,3.28,1,1089,1255.0,0.0
2237,12.4,VA,SAMBERA ZENO,3.05,4,2783,2360.0,1593.0
2238,12.47,VA,BANI KANE ISSA,3.05,1,634,,0.0
2239,12.22,VA,GONGA-BANGOU,3.19,1,204,,0.0
2240,12.31,VA,FAKARA BERI (VT ),3.19,1,775,,0.0
2241,12.22,VA,HAMA HAOU ( VA ),3.15,1,324,,0.0
2242,12.43,VA,KOUKADA,2.9,1,123,175.0,138.0
2243,12.48,VA,HAINI FADA,3.07,1,492,498.0,0.0
2244,12.32,VA,ZAMTOURI BANGOU (VT ),3.22,1,547,,0.0
2245,12.3,VT,LISSO,3.03,1,158,400.0,158.0
2246,12.32,VT,GUILARE CHANTIER,3.02,1,93,,0.0
2247,12.36,VA,SAMBERA ALFA,3.05,1,816,1439.0,0.0
2248,12.47,VA,KOBKI TANDA (VA ),3.1,1,1024,,0.0
2249,12.37,VA,ROUGA,3.06,1,185,,0.0
2250,12.31,VT,DOGO CHANTIER ( VT ),3.06,1,141,,0.0
2251,12.32,VA,KAYAN KAINA,3.07,1,368,885.0,288.0
2252,12.37,VT,TOMBO KOUKOU (CPT ),3.13,1,253,,0.0
2253,13.23,VT,DEY TEGUI ( VT ),3.77,1,138,,0.0
2254,12.36,VA,SAMBIRA TAGUI,3.07,1,651,,0.0
2255,12.29,VT,GORIBA GANDA,3.01,1,105,113.0,0.0
2256,12.34,VT,HAINIKOY KOIRA,3.0,1,119,,0.0
2257,12.29,VA,GORIBA BENE,3.0,1,176,187.0,0.0
2258,12.24,VT,TILLI,3.05,1,193,304.0,191.0
2259,12.26,VA,BANGAGA RIMAIBE,3.04,1,1465,2102.0,0.0
2260,12.13,VT,BOYO KIRE,3.2,1,165,,0.0
2261,12.09,VT,BON  YAMI,3.21,1,175,,0.0
2262,12.12,VA,SENAFINA ( CPT ),3.18,1,541,,0.0
2263,12.25,VA,DOUBEL,3.03,1,127,133.0,0.0
2264,12.25,VA,BANGAGA PEULH,3.03,1,493,,0.0
2265,12.17,VA,OUNA,3.16,4,1779,,1168.0
2266,13.07,VT,KOURA TEGUI,3.45,1,955,,0.0
2267,12.22,VA,SERKIN NOMA KOUARA (CPT ),3.15,1,330,,0.0
2268,12.2,VA,TOMBO GARBA,3.22,1,546,598.0,357.0
2269,12.12,VT,FONDA BANDA,3.23,1,98,159.0,0.0
2270,12.1,VT,TCHINGA KOUARA,3.22,1,90,,0.0
2271,12.53,VA,BIRNI TEGUI (MAGORO),3.21,1,303,,0.0
2272,12.24,VA,KOKI BANTA,3.2,1,167,,0.0
2273,12.22,VA,ALBORA KOUARA,3.07,1,107,,0.0
2274,12.23,VA,AUGUST KOUARA,3.07,1,254,,0.0
2275,12.25,VA,BANI GOROU,3.06,1,621,845.0,0.0
2276,12.19,VA,FONDOFAY ( VA ),3.07,1,383,,0.0
2277,12.2,VT,TELLA KOIRA,3.19,1,55,,0.0
2278,12.19,VT,MAI DJIMA'A,3.18,1,96,,0.0
2279,12.19,VT,GUIDAN ABDOU,3.18,1,40,,0.0
2280,12.19,VA,TIAKEY KOIRA,3.18,1,410,,0.0
2281,13.08,VT,TOUNGA,3.67,1,99,,0.0
2282,12.31,VT,DOGO GOROU (CHANTIER),3.06,1,75,,0.0
2283,12.27,VA,YOLDE,3.04,1,402,469.0,0.0
2284,12.37,VT,KOUARA ZENO ( VT ),3.23,1,398,,0.0
2285,12.24,VA,KOUNKOU ROUTOU,3.05,1,240,,0.0
2286,12.17,VT,ISSOFOUKOUARA ( VA),3.13,1,240,,0.0
2287,12.18,VA,KATANGA,3.11,1,627,754.0,229.0
2288,12.29,VA,LAREY,3.02,1,419,,251.0
2289,12.19,VA,TAKO KOUARA,3.27,1,657,,0.0
2290,12.12,VA,MAIKIDO KOUARA,3.22,1,323,,0.0
2291,12.22,VA,GABI KANE,3.24,1,638,,0.0
2292,12.65,VT,TANDA MARE,3.15,1,110,,0.0
2293,12.11,VT,ELHADJI KOUARA,3.2,1,75,,0.0
2294,12.22,VA,KOULOU,3.06,1,428,580.0,419.0
2295,12.18,VA,GUIDAN GOLMA,3.2,1,86,,0.0
2296,12.12,VA,FOMA TOUNGA,3.18,1,511,675.0,271.0
2297,12.28,VA,ALFA KOUARA II(VA ),3.03,1,228,,0.0
2298,12.17,VA,BANIZOUMBOU MOUMOUNI KOREY,3.2,1,574,,0.0
2299,12.24,VA,HAMANI KOUARA,3.22,1,222,,0.0
2300,12.3,VA,GOLKOY KOUARA,3.3,1,323,,0.0
2301,13.19,H,FOULANGNA KOUARA,3.35,1,20,,0.0
2302,12.28,VA,ALFA KOURA I,3.13,1,814,,0.0
2303,12.21,VA,GAZERE KOUARA,3.19,1,294,,0.0
2304,12.13,VT,BANI ZOUMBOU,3.26,1,97,,0.0
2305,12.14,VA,BOUMA,3.27,1,380,591.0,204.0
2306,13.01,VA,GATABANGOU KOIRA ZENO,3.31,1,68,,0.0
2307,13.1,VT,GANDOU ZARMAI,3.31,1,181,,0.0
2308,13.4,VT,GANDOU KOIRA TEGUI,3.75,1,78,,0.0
2309,12.97,CPT,TADE KOUARA PEULH,3.02,1,187,,0.0
2310,12.77,VA,TESSA,3.41,5,2229,2841.0,1644.0
2311,12.66,VA,SATA KOIRA ( VA ),3.38,1,629,,0.0
2312,12.79,VA,NOMA KOARA,3.37,1,636,,328.0
2313,12.73,VA,TASSIBA TANGARA,3.38,1,322,,0.0
2314,12.71,VA,MAMAN DEY,3.4,2,1119,,946.0
2315,12.74,VA,TOMBO TESSA ( VA ),3.45,1,466,,0.0
2316,12.74,VA,NASSARANA,3.26,1,326,,0.0
2317,12.72,VA,SANDI DEY  ( VA ),3.44,1,637,,0.0
2318,12.8,H,MADINA,3.41,1,18,24.0,0.0
2319,12.8,VA,ALLASSAN DEY,3.41,1,598,,0.0
2320,12.79,VA,BAKOUBE,3.35,1,297,386.0,255.0
2321,12.94,VA,WASSA SARKIN NOMA,3.42,1,71,,0.0
2322,12.9,VA,FELWEL TESSA,3.42,1,687,,0.0
2323,12.94,VA,KOY BABA KOARA,3.4,1,848,,0.0
2324,12.88,VA,BADANGUE KOARA,3.42,1,256,,0.0
2325,12.84,VA,SINADEY,3.32,1,463,,0.0
2326,12.86,H,LANDI-GA,3.4,1,25,,0.0
2327,12.85,VA,TINTIME,3.4,1,751,,0.0
2328,12.87,VA,MARAFA KOARA,3.39,1,304,,241.0
2329,12.93,VA,FARGUEDI,3.37,1,394,605.0,286.0
2330,12.87,VA,DJOBODEY,3.42,1,380,546.0,0.0
2331,12.93,VA,GOROU KAYA,3.43,1,293,336.0,188.0
2332,12.94,VA,LEYLEY GOROU,3.44,1,604,723.0,358.0
2333,12.85,VA,BAOULA KOARA,3.48,1,86,,59.0
2334,12.86,VA,DJIMBA MAROUNFA,3.42,1,301,404.0,192.0
2335,12.84,VA,KOBODEY TESSA,3.46,1,1099,,0.0
2336,12.53,VT,DAY TAGUI,3.39,1,302,,0.0
2337,12.53,VT,DEY TAGUI,3.39,1,340,,0.0
2338,12.53,VA,WANDA NASSO,3.38,1,205,,304.0
2339,12.82,VA,MAYAKI DEY,3.42,1,632,751.0,0.0
2340,12.61,VA,HAMANI KOARA,3.38,1,500,,233.0
2341,12.64,VA,GOROU KATA ( VA ),3.36,1,253,,0.0
2342,13.21,VA,BABI KOYDEYE,3.26,1,731,,0.0
2343,12.81,VA,DEY KOUKOU OUEST,3.48,1,484,,0.0
2344,12.96,VA,TOUROBON,3.45,1,595,858.0,365.0
2345,13.52,VT,DEYTEGUI,3.5,1,87,,0.0
2346,12.75,VA,NASSARAWA (VA ),3.42,1,221,,0.0
2347,12.41,VA,HAMANI KOUARA (ALTAGUE),3.32,1,289,,0.0
2348,12.79,VA,GANDA KOARA,3.35,1,428,549.0,167.0
2349,13.46,VT,DOGA DEY,3.84,1,244,,0.0
2350,13.37,VT,KOUREY DEY ( VT ),3.71,1,680,,0.0
2351,13.36,VT,FANDOU ( VA ),3.71,1,69,,0.0
2352,13.38,VT,KOKAINA,3.73,1,342,,0.0
2353,13.38,VT,SOULEY LABO KOARA(VT),3.7,1,71,,0.0
2354,13.37,VT,ALFAGAYE ( VT ),3.47,1,101,,0.0
2355,13.44,VT,DENLELE KOARA,3.68,1,39,,0.0
2356,13.43,VT,KOUKA BOKOYE ( VA ),3.76,1,353,,0.0
2357,13.38,VT,MARAFA KOUARA,3.76,1,142,,0.0
2358,13.42,VT,KODASSOU,3.81,1,73,,0.0
2359,12.27,VT,TONDIKA,3.02,1,147,,0.0
2360,13.23,VA,ALFA KOUARA DEY,3.46,1,1016,,0.0
2361,13.21,VT,WANZAM DEY,3.48,1,251,,99.0
2362,13.43,VA,FANDOUBON TOMBO ( VA ),3.61,1,864,,0.0
2363,13.32,VT,WADOUKA,3.57,1,201,275.0,121.0
2364,13.33,VT,MISSIRA,3.54,1,236,337.0,131.0
2365,13.32,VA,TIBOUKAINA,3.54,1,343,,0.0
2366,13.27,VA,ALMOU KOUARA,3.56,1,344,,0.0
2367,13.29,VA,BANGOU FADA ROUZOU,3.56,1,751,1137.0,351.0
2368,13.36,VT,ALBORO KOUARA,3.67,1,41,,0.0
2369,13.41,VT,GOUBEYZE DEY,3.5,1,237,,0.0
2370,13.27,VT,ELHADJI DEY ( H ),3.41,1,19,,0.0
2371,13.33,H,TANDA,3.6,1,22,49.0,0.0
2372,13.36,VA,MIRIZAM,3.64,1,594,,0.0
2373,13.32,VT,ALBARKA,3.63,1,86,120.0,0.0
2374,13.36,VT,LABEIKA,3.65,1,30,,0.0
2375,12.97,VT,FARADEY,3.52,1,168,,0.0
2376,13.33,VA,HALIDOU KOUARA,3.65,1,273,,0.0
2377,13.32,VT,DAR SALAM,3.59,1,126,,0.0
2378,13.31,H,TAIBA,3.61,1,40,61.0,0.0
2379,13.29,VA,BANGOU FADA SIDDO,3.54,2,959,,609.0
2380,13.13,VT,ALPHA DEY,3.35,1,85,,0.0
2381,13.33,VT,FANDOU,3.49,1,44,,0.0
2382,13.32,VT,SOJA DEY,3.67,1,184,,0.0
2383,13.33,VT,KOURE GA,3.5,1,136,,0.0
2384,13.32,VA,BOSSEYE,3.47,1,249,,0.0
2385,13.3,VT,MAYARA DEY,3.48,1,88,,0.0
2386,13.33,VT,YOULWA,3.52,1,335,,147.0
2387,13.36,VT,MORI BANE,3.52,1,283,,0.0
2388,13.41,VT,ELHADJI DEY,3.65,1,601,,245.0
2389,13.3,VT,HAMDALLAYE MOUMOUNI,3.52,1,104,,0.0
2390,13.3,VA,WANGAL KAINA,3.51,1,794,,266.0
2391,13.19,VT,BOUZOU DEY,3.5,1,93,,0.0
2392,12.54,VT,DOGODEY ( VT ),2.97,1,69,,0.0
2393,13.19,VA,BAHO BERI,3.5,1,1031,,0.0
2394,13.22,VT,N'GOURTI,3.56,1,146,,0.0
2395,13.23,VA,TOMBO KOUAREY SOULEY,3.5,1,1382,,0.0
2396,13.27,VA,BAWA DEY(FARKA HANGA),3.5,1,378,,0.0
2397,13.26,VA,BANI DEY,3.52,1,62,,0.0
2398,13.17,VT,SAYO KOUARA,3.63,1,62,,0.0
2399,13.1,VT,DEYTAGUI MAOUREY KOUARA,3.66,1,148,,0.0
2400,13.22,VT,SOUMANA KOUARA,3.53,1,25,,0.0
2401,13.18,VA,SAKARI KOUARA,3.62,1,861,,0.0
2402,13.25,VA,MARAFA KOUARA ( VA ),3.52,1,415,,0.0
2403,13.29,VT,WADATA,3.46,1,192,244.0,137.0
2404,13.28,VT,HAMDALAHI,3.48,1,103,,0.0
2405,13.26,VA,BOREYZE DEY(KOUARA ZENO),3.47,1,677,,0.0
2406,13.32,H,FARERA,3.44,1,69,73.0,0.0
2407,13.1,H,FARERA,3.32,1,55,73.0,0.0
2408,13.32,VA,ZANGA KOIRA,3.47,1,759,,303.0
2409,13.3,VA,TALLE GUINDE KOYDEY,3.46,1,513,,0.0
2410,13.22,VT,ZIMA DEY,3.52,1,123,171.0,0.0
2411,13.24,VT,SAMOUNAKA ( VPT ),3.62,1,52,,0.0
2412,13.22,VA,TOMBO KOUAREY YERIMA,3.5,1,1424,,0.0
2413,13.2,VT,ANKA DEY,3.53,1,136,221.0,0.0
2414,13.23,VT,GAYA DEY,3.58,1,341,,0.0
2415,13.19,VA,TOUROU TOUROU KOUARA,3.6,1,641,,0.0
2416,13.26,VT,BANIDEY ( VPT ),3.52,1,656,,0.0
2417,13.17,VT,HAMDALLAYE,3.39,1,106,127.0,0.0
2418,13.32,CPT,TIBO KAINA,3.55,1,47,,0.0
2419,13.17,CPT,CAMPEMENT PEULH ROUGO ADAMOU,3.52,1,33,,0.0
2420,13.1,CPT,CAMPEMENT PEULH,3.57,12,22,17.0,0.0
2421,13.05,CPT,CAMPEMENT PEULH,3.58,12,12,17.0,0.0
2422,12.74,CPT,CAMPEMENT PEULH,3.44,12,26,17.0,0.0
2423,13.1,VA,GOMBO GANDE KOUARA(VA),3.62,1,310,,0.0
2424,13.15,VT,SOUGEY DEY,3.33,1,313,,0.0
2425,13.37,VT,BOZARI KOARE ( VT ),3.84,1,147,,0.0
2426,13.37,VT,WADATA ( VT ),3.86,1,182,,0.0
2427,13.23,VT,MAÏGARI DEY ( VA ),3.34,1,99,,0.0
2428,13.4,VT,GOUBEY DEY,3.86,1,132,192.0,0.0
2429,13.43,VT,WADOUKA,3.85,1,217,288.0,140.0
2430,13.4,VT,DAN ZABARMA KOUARA,3.89,1,119,137.0,0.0
2431,13.43,VT,SABON YAYE,3.81,1,28,,0.0
2432,13.38,VA,DOLEY MAOUREY DEY (CPT ),3.84,1,383,,0.0
2433,13.24,VT,SABOU KOUARA,3.38,1,272,,0.0
2434,13.25,VA,GALAGO KOUARA,3.68,1,347,,0.0
2435,13.43,VT,NOUFOU DEY,3.82,1,37,,0.0
2436,13.43,VT,KAIDIAIZE KOUARA,3.84,1,179,,0.0
2437,13.45,VT,SARAN ALLAH,3.8,1,98,,0.0
2438,13.43,VT,ROUGA NOUFOU DEY,3.82,1,11,,0.0
2439,13.43,VA,BANA KOIRA ( VT ),3.75,1,823,,0.0
2440,13.36,VA,BARO KOUARA,3.72,1,1468,,0.0
2441,13.29,VA,BAKIN RIKOU,3.68,1,662,,0.0
2442,13.41,VT,DELIGNA GOROU ( VT ),3.72,1,84,,0.0
2443,13.4,VT,GANDOU KOUARA,3.75,1,90,,0.0
2444,13.54,VT,TALE I,3.9,1,411,,0.0
2445,13.54,VT,TALE II(FANDOU),3.9,1,128,,0.0
2446,13.55,VT,TALE HAMANI,3.89,1,700,,0.0
2447,13.4,VA,KOGARBEY ( VA ),3.72,1,666,,0.0
2448,13.1,VT,ZANZAN KOUARA(CPT ),3.63,1,163,,0.0
2449,13.1,VA,SARKIN DADJI KOUARA,3.63,1,51,,0.0
2450,13.16,VA,CHIRFIDEY (SIRFI DEY GOUMBE KOY),3.46,1,835,,0.0
2451,12.9,VT,KOSSAY,3.2,1,157,,0.0
2452,13.28,VT,MAIKOULAKQUE,3.68,1,90,,0.0
2453,13.25,VA,SAKADAMNA ( CPT ),3.68,1,1744,,0.0
2454,13.36,VT,BONOU KOARA,3.82,1,62,,0.0
2455,13.34,VT,ILLA KOARA,3.79,1,137,,0.0
2456,13.46,VT,MARAKE ( VT ),3.88,1,307,,0.0
2457,12.44,VT,KOFO TOMBO,3.25,1,76,,0.0
2458,13.34,VA,WASSA TAGAZA,3.78,1,629,555.0,435.0
2459,13.2,VT,NAZAMNE SOULEY,3.7,1,507,830.0,423.0
2460,13.22,VA,SIDI KOUARA (KOKOUKOU),3.65,1,690,,0.0
2461,13.2,VT,BASSAROU  ( VT ),3.67,1,273,,0.0
2462,13.22,VA,HAIDARA KOURA ( VA ),3.65,1,842,,0.0
2463,13.19,VT,ALFAYZE DEY ( VT ),3.67,1,395,,0.0
2464,13.2,VT,MODI KOUARA ( VT ),3.68,1,32,,0.0
2465,13.19,VA,TONDIGAM ALFAGA ( CPT ),3.68,1,729,,0.0
2466,12.24,VT,BEIDO KOUARA ( VT ),3.27,1,95,,0.0
2467,13.16,VA,MONDLEYZE KOUARA ( VA ),3.72,1,804,,0.0
2468,13.15,VA,GOULMA HAMANI ( VA ),3.7,1,619,,0.0
2469,13.41,VT,KOBI,3.78,1,150,,0.0
2470,13.39,VA,DINGUIDI BORO,3.78,1,754,,0.0
2471,13.39,VT,FARKA HANGA ( VT ),3.7,1,273,,0.0
2472,13.41,VT,MOUSSA KOARA,3.69,1,118,,131.0
2473,13.41,VT,"DEY TEGUI ELH, KOARA(VT )",3.71,1,78,,0.0
2474,13.45,VT,MASSA FANDOU ( VT ),3.84,1,37,,0.0
2475,13.4,VA,DIAN DIAN KOIRA,3.7,1,1071,,0.0
2476,13.48,VT,BOUBE HOUARA ( VT ),3.79,1,133,,0.0
2477,13.47,VA,HAMANI TABAT ( VA ),3.73,1,464,,0.0
2478,13.29,VA,GOLO TONDI,3.73,1,629,,0.0
2479,13.27,H,HASSAN KOUARA (VA ),3.79,1,128,,0.0
2480,13.37,VA,TIOULAM HIMA ( CPT ),3.38,1,316,,0.0
2481,13.29,VA,DANTIANDOU,3.73,1,396,,0.0
2482,13.46,VA,KARSANI KOARA  ( VA ),3.73,1,426,,0.0
2483,13.15,VT,GOULMA TOMBA(MOUNTARNI KOUAR,3.72,1,172,,0.0
2484,13.14,VT,TOUMGA MABAYE ( CPT ),3.71,1,36,,0.0
2485,13.13,VT,RIJIA DAN DOGO ( CPT ),3.71,1,387,,0.0
2486,13.12,VA,GOULMA KOURGEUNI ( VA ),3.7,1,305,,0.0
2487,13.31,VT,GAYGOROU,3.78,1,273,,0.0
