localite_ID_renacom,latitude,loc_type,locality,longitude,n_bureau,n_population_2001,n_population_2012,n_voters
14066,13.69,VA,GARBEY TOMBO,2.62,1,826,773.0,385.0
14067,13.57,H,SAMADEY,2.7,1,336,289.0,133.0
14068,13.5,VA,TONDI KIBORO,2.67,1,275,383.0,154.0
14069,13.4,VA,KAMPA PEULH,2.65,1,133,,74.0
14070,13.37,VA,KODEY,2.83,1,844,,423.0
14071,13.42,VA,BOKSAY,2.78,1,410,,0.0
14072,13.52,VA,KALLASSI,2.57,1,912,,0.0
14073,13.34,VA,TAGUEZ,2.82,1,247,,0.0
14074,13.49,H,BAGOUA,2.77,1,220,286.0,119.0
14075,13.5,VA,TIGO TEGUI,2.77,1,1081,,0.0
14076,13.4,H,KAMPA ZENO,2.66,1,75,,0.0
14077,13.63,H,DAREYE,2.74,1,193,,0.0
14078,13.44,VA,KAMPA DJERMA,2.65,1,559,,0.0
14079,13.42,H,ZORONEY,2.72,1,341,,421.0
14080,13.44,VA,GUILLEYNI,2.7,1,380,,0.0
14081,13.47,VA,GASSEDA,2.67,1,336,,177.0
14082,13.65,H,GOROU (GOROU YENO),2.72,1,257,,0.0
14083,13.49,VA,KORTO,2.68,1,512,756.0,381.0
14084,13.57,CPT,BOUNDOU WAROU PEULH (CIMINTI),2.8,1,270,,0.0
14085,13.45,VA,FATAKADJE,2.62,2,1046,1287.0,804.0
14086,13.52,VA,FATABOKI PEULH,2.33,1,370,,275.0
14087,13.53,H,FATABOKI TONDOBON,2.36,1,173,,0.0
14088,13.74,H,FANDOGA,2.21,1,304,428.0,150.0
14089,13.55,H,KOSSEY,2.3,1,287,398.0,137.0
14090,13.52,VA,FATABOKI DJERMA,2.35,1,407,511.0,0.0
14091,13.75,H,FALANKE TONDOBON (H),2.23,1,85,,0.0
14092,13.54,VA,FALANKE BERI,2.45,1,333,521.0,280.0
14093,13.52,H,FATABADEY,2.45,1,98,,60.0
14094,13.5,H,ZARMA GANDEY,2.44,1,38,605.0,0.0
14095,13.5,VA,GAGARE,2.43,1,243,351.0,105.0
14096,13.54,VA,BOKOTCHILE,2.42,1,253,,0.0
14097,13.7,VA,BIRNI IBRAHIM (BIRNI BOUREIMA FANIORA),2.47,1,668,,0.0
14098,13.5,VA,BIRNI SOFO,2.4,1,606,,0.0
14099,13.56,VA,KOGRI BANI KOIRA,2.51,1,676,,0.0
14100,13.54,H,PROJET,2.41,1,154,,0.0
14101,13.54,VA,FANDAGA DJERMA,2.41,1,164,,0.0
14102,13.54,VA,ATTOU BABA KOIRA,2.4,1,538,789.0,481.0
14103,13.7,H,MAREY KIRE,2.52,1,198,371.0,0.0
14104,13.67,VA,KOBERI KOARA (BIRNI KOBERI),2.48,1,893,,0.0
14105,13.77,VA,YETEYZE KOUARA (VA),2.23,1,594,,0.0
14106,13.58,VA,BERI KOIRA (VA),2.47,1,625,,0.0
14107,13.82,VA,NAZEY GADO BABA KOUARA,2.53,1,439,,0.0
14108,13.6,VA,TOKOBIN KANI PEULH,2.33,1,377,,0.0
14109,13.74,H,SIMINTO DO,2.45,1,182,,0.0
14110,13.77,VA,TONDI GAMEY (VA),2.27,1,1172,,0.0
14111,13.77,VA,LABOU TOUTOULWA,2.25,1,724,,0.0
14112,13.7,VA,KOKIRI (VA),2.2,1,740,,0.0
14113,13.54,H,FADA FANDOGA,2.4,1,84,,0.0
14114,13.74,H,TONKO BIN KANI DJERMA,2.22,1,179,,0.0
14115,13.52,H,TONDOBON,2.35,1,121,,0.0
14116,13.59,H,TOULWARE,2.52,1,130,95.0,0.0
14117,13.74,VA,TOKOBIN KANI ZARMA,2.22,1,671,,0.0
14118,13.7,VA,BIRNI LAFIYA,2.53,1,334,559.0,0.0
14119,13.72,H,TONDI KIRE,2.53,1,80,,0.0
14120,13.52,H,GAGARE,2.44,1,58,351.0,105.0
14121,13.74,VA,KOLLO TASSI,2.57,1,92,351.0,119.0
14122,13.85,H,MILI BILLINGNOLE,2.52,1,176,,0.0
14123,13.76,H,KIRIAN MILI PEULH,2.52,1,114,,0.0
14124,13.82,H,DAKALA,2.5,1,75,,60.0
14125,13.81,H,ZARMA GANDEY,2.51,1,270,605.0,0.0
14126,13.81,VA,KIRAM MILI,2.5,1,215,393.0,0.0
14127,13.76,VA,KIRIAN FANDOU BERI,2.5,1,528,,0.0
14128,13.77,VA,HASSOU BANGOU (VA),2.22,1,599,,0.0
14129,13.77,VA,ZOURAGANE,2.53,1,554,757.0,0.0
14130,13.54,H,FALANTHE KAINA,2.43,1,90,,0.0
14131,13.8,VA,KOLLO GAWANI,2.57,1,466,,319.0
14132,13.72,VA,KOLLO DIOGONOME,2.6,1,369,639.0,0.0
14133,13.77,H,KOLLO LOGA,2.57,1,526,732.0,389.0
14134,13.72,VA,KOLLO BOSSEYE,2.58,1,568,770.0,427.0
14135,13.85,VT,KAKIDOUN KAYE,2.25,1,403,,0.0
14136,13.8,H,DELORA,2.27,1,179,,97.0
14137,13.81,H,BANI KOYBEY,2.32,1,570,,0.0
14138,13.84,VA,GARDAMA KOIRA,2.26,2,1095,1382.0,982.0
14139,13.8,VA,TASSA BANGOU,2.42,1,563,615.0,352.0
14140,13.82,H,MASSI KOUBOU,2.42,1,688,,406.0
14141,13.8,VA,OURA TONDI,2.45,1,976,,0.0
14142,13.5,VT,BIRNI MAIBERI,2.4,1,50,83.0,42.0
14143,13.53,VA,FANDOU BERI,2.56,1,676,1162.0,0.0
14144,13.7,VA,LAWEY,2.18,1,993,,0.0
14145,13.75,VA,ZORI BANGOU (VA),2.17,1,447,,0.0
14146,13.79,H,KOURBA BANGOU (H),2.19,1,140,,0.0
14147,13.85,H,KALLEY GOROU,2.16,1,256,,0.0
14148,13.8,VA,GOUNOU BANGOU,2.13,2,1128,1371.0,662.0
14149,13.77,VA,GADBO FATAKAYE,2.32,1,393,,0.0
14150,13.8,VT,SAKARA,2.58,1,119,209.0,81.0
14151,13.85,VA,NAZEY DABEY KOUARA,2.52,1,115,206.0,0.0
14152,13.73,H,MAYAKI KOUARA,2.22,1,109,136.0,0.0
14153,13.57,H,LOUGA,2.33,1,1184,,0.0
14154,13.54,H,FALANDE KAINA,2.45,1,164,,0.0
14155,13.8,H,SAIFO,2.23,1,311,,0.0
14156,13.57,VA,HAMDALAYE PEULH,2.38,1,144,,0.0
14157,13.69,VA,BARKIWAL KAINA (VA),2.17,1,253,,0.0
14158,13.69,H,BARKIWAL KAINA (H),2.17,1,182,,0.0
14159,13.65,H,YEGUI KOUARA (H),2.17,1,186,,0.0
14160,13.54,VA,BARKIAWEL BERI,2.3,1,1141,,0.0
14161,13.65,H,GALA KOGO,2.3,1,284,,0.0
14162,13.76,H,GADBO BIRNI KOLONDIA,2.36,1,457,,0.0
14163,13.75,H,FOUNDAY FABA,2.37,1,470,703.0,0.0
14164,13.69,VA,BIRNI KOLONDIA,2.45,1,743,935.0,0.0
14165,13.59,VA,KAYAN ZARMA,2.42,2,1077,1524.0,922.0
14166,13.55,VA,HAMDALAYE,2.4,1,2724,,0.0
14167,13.56,VA,HAMDALLAYE (VA),2.41,1,984,,0.0
14168,13.75,CPT,GAGARE PEULH,2.57,1,172,,0.0
14169,13.76,CPT,ZIMBA PEULH,2.55,1,214,252.0,102.0
14170,13.62,CPT,TONKOBIN KANI BANDA PEULH,2.34,1,38,,0.0
14171,13.75,VA,ZEBAN FITI,2.0,2,1070,,752.0
14172,13.84,VT,GANDARIE,2.02,1,133,,0.0
14173,13.82,VT,MAOUREY,2.03,1,368,876.0,0.0
14174,13.85,H,TERRA,2.0,1,56,,0.0
14175,13.84,VA,GOROU GOUSSA,2.02,1,582,1080.0,383.0
14176,13.87,VT,YOLEYE,2.07,1,610,,0.0
14177,13.78,H,BOULKOU KAMBE,2.08,1,216,,0.0
14178,13.82,H,TONDI KOUKOU,2.07,1,383,375.0,0.0
14179,13.87,H,DARIEYE,2.09,1,294,326.0,0.0
14180,13.85,VA,GOUBE,2.08,1,841,1348.0,0.0
14181,13.72,H,TCHANGAREY,2.11,1,291,392.0,133.0
14182,13.79,H,GOUADO,2.09,1,252,,0.0
14183,13.77,H,SOGNATCHA,2.1,1,75,,0.0
14184,13.55,H,GABOU KOUARA,2.02,1,176,,0.0
14185,13.82,H,DABEY,2.08,1,96,,0.0
14186,13.74,VA,KONE BERI,2.08,5,2734,3631.0,1673.0
14187,13.81,H,GIODA KOUARA,2.0,1,149,,0.0
14188,13.8,VA,DAGNEY GOROU,2.0,1,550,,0.0
14189,13.75,VA,GOUDEL PEULH,2.05,1,146,360.0,180.0
14190,13.69,H,DAREY BANGOU,2.12,1,48,,0.0
14191,13.7,H,DABAGA,2.11,1,163,,0.0
14192,13.73,H,GARBEY KOUARA,2.05,1,76,,0.0
14193,13.69,VA,KONE KAINA,2.08,3,1488,1695.0,1214.0
14194,13.72,H,ADABDAB,2.04,1,66,,0.0
14195,13.71,H,FATEY GEMA,2.03,1,63,,0.0
14196,13.69,VA,DANTCHI,2.02,1,501,,0.0
14197,13.77,H,KOUARA ZENO,1.99,1,99,,0.0
14198,13.79,VA,FANDOU BERI,1.97,1,334,,0.0
14199,13.8,H,KODA KOUARA,1.95,1,54,,0.0
14200,13.81,H,KOMO BANGOU,1.94,1,58,,0.0
14201,13.82,H,GARSSO KOUARA,1.93,1,15,,0.0
14202,13.78,H,HAMANI KOUARA,1.94,1,104,,0.0
14203,13.84,VA,ZARMA GANDEY,1.97,1,513,,0.0
14204,13.84,VA,BOYETONDI,1.97,1,572,,0.0
14205,13.82,H,FORGEY,1.87,1,177,818.0,0.0
14206,13.8,H,TOGO BINKANEY,1.9,1,193,,0.0
14207,13.81,H,HONDO BANDA,1.91,1,52,,0.0
14208,13.84,VA,FATEY BONGOU BANDA,1.87,1,637,,0.0
14209,13.85,H,SIMINTI KAINA,1.93,1,48,,0.0
14210,13.85,VA,SIMINTI,1.92,1,758,,0.0
14211,13.88,VT,SAMARI KOUARA,1.91,1,78,,0.0
14212,13.82,H,BANGO BANDA,1.92,1,104,,0.0
14213,13.85,H,MORIBAN,1.82,1,166,,0.0
14214,13.84,H,BONGO BANDA,1.81,1,56,,0.0
14215,13.87,VA,YAMBABA BIRNI,1.91,1,376,,0.0
14216,13.85,H,GOLEYNA,1.79,1,80,168.0,0.0
14217,13.85,VA,FATEY KARMA,1.85,1,731,,0.0
14218,13.84,VA,FATEY PEULH,1.82,1,165,,0.0
14219,13.72,VA,ZAMA KOIRA ZENO,1.7,1,601,841.0,434.0
14220,13.72,VA,KOUTOUKALE PEULH,1.75,1,146,,209.0
14221,13.73,H,BAMBARI II,1.74,1,144,,0.0
14222,13.71,VA,ZAMA KOIRA TEGUI,1.72,1,759,772.0,0.0
14223,13.74,H,ZOLO GOIREY,1.7,1,58,,0.0
14224,13.75,H,MANSARE,1.7,1,143,,0.0
14225,13.76,H,ALFA KOUARA,1.72,1,100,,0.0
14226,13.75,VA,KONDO TONDI,1.68,1,258,434.0,312.0
14227,13.7,VA,KOUTOUKALE TEGUI,1.72,2,732,,692.0
14228,13.69,VT,DJIGARE,1.78,1,217,,139.0
14229,13.67,VA,NIAME,1.78,5,1523,2575.0,1820.0
14230,13.72,H,YOBOU,1.72,1,62,391.0,0.0
14231,13.69,VA,KOUTOUKALE KOURTEY,1.72,1,1424,2536.0,0.0
14232,13.67,VA,BALAN KOLE,1.75,1,171,,0.0
14233,13.67,VA,KOMBA GOURA,1.75,1,208,509.0,0.0
14234,13.67,H,GOUNGO TIKO,1.75,1,59,,0.0
14235,13.67,VA,KOUTOUKALE,1.73,1,887,,0.0
14236,13.63,H,TONDO RIRE,1.9,1,337,,0.0
14237,13.64,VA,TAGABATI KOURTEY,1.9,1,149,,0.0
14238,13.65,VT,KANTA,1.83,1,524,882.0,426.0
14239,13.69,H,GOLABON,1.85,1,158,,111.0
14240,13.65,VA,BANTOURE,1.83,1,468,748.0,429.0
14241,13.65,VA,BANGAWI ZARMA,1.83,4,1599,2428.0,1267.0
14242,13.64,VA,BANGAWI PEULH,1.88,1,190,442.0,156.0
14243,13.59,VA,DAMBON GONTON GOLO(ILE),1.92,1,20,,0.0
14244,13.6,VA,BOUBON,1.92,12,5300,,3860.0
14245,13.62,VA,TAGABATI ZARMA,1.87,3,2973,,1007.0
14246,13.6,VT,KOLONGA,1.95,1,322,,0.0
14247,13.61,VA,GOROU BANDA PEULH,1.97,1,160,433.0,0.0
14248,13.6,VT,MOBONGAI,1.98,1,67,,0.0
14249,13.59,VA,KANAZI (ILE),1.95,1,333,,0.0
14250,13.64,VA,BOURBOUR KABE BENE,2.15,1,1101,,0.0
14251,13.64,VA,BOURBOUR KABE GANDA,2.15,1,333,,0.0
14252,13.6,VA,BANGOU,1.9,1,311,,0.0
14253,13.64,VT,SALLE KOUARA,1.85,1,181,,0.0
14254,13.75,H,GORO,1.82,1,166,388.0,0.0
14255,13.84,H,GARESSO KOUARA,1.92,1,350,,0.0
14256,13.69,H,HONDOBON,1.77,1,334,,0.0
14257,13.79,H,TAKASSABA,1.82,2,1158,,686.0
14258,13.72,H,ABOKA ZIMBA,1.82,1,361,,0.0
14259,13.7,H,KABA BANDA,1.82,1,160,487.0,0.0
14260,13.72,H,KORO BANGOU,1.78,1,39,,0.0
14261,13.74,H,BAMBARI I,1.72,1,91,,0.0
14262,13.72,H,ZIMBA BERI,1.8,1,212,,0.0
14263,13.74,H,WADATA,1.99,1,211,324.0,96.0
14264,13.75,H,GOURMANTCHEY KOUBOU,1.97,1,155,,0.0
14265,13.77,H,TINZAO,1.94,1,128,,0.0
14266,13.67,H,TOBEY TONDI,1.85,1,411,,0.0
14267,13.72,H,GNELI,1.87,1,657,,0.0
14268,13.7,H,TELBIA,1.82,1,74,,0.0
14269,13.72,H,KASSANGNERI,1.79,1,77,,0.0
14270,13.67,VA,KARMA,1.8,1,5524,8505.0,0.0
14271,13.69,VA,KOUTOUKALE ZENO,1.73,3,1115,2455.0,924.0
14272,13.59,CPT,GALOU (RIO BRAVO),1.97,1,13,,0.0
14273,13.66,CPT,NIGELEC KARMA,1.86,1,11,,0.0
14274,13.66,CPT,STATION TERRIENNE,1.85,1,143,,0.0
14275,13.68,CPT,CAMP PENAL KOUTOUKALE,1.75,1,105,,0.0
14276,13.86,CPT,HONDORA,1.78,1,101,,0.0
14277,13.76,CPT,MANSARE BALLEY,1.73,1,99,,0.0
14278,13.66,ILE,KARMA GOUNGOU,1.81,1,137,,82.0
14279,12.9,H,SOUNGAME GORO BANDA,2.39,1,119,,0.0
14280,12.89,VA,SOUNGA BERI ZARMA,2.4,1,1094,,0.0
14281,12.87,VA,SOUNGA DOSSADO ZARMA,2.42,1,655,,0.0
14282,12.87,VA,SOUNGA DASSODA FOULBE (SOUNGA KAINA FOULBE),2.43,1,381,,0.0
14283,12.89,VA,SOUNGA BERI FOULOUBE (SOUNGA BERI PEULH),2.43,1,69,,0.0
14284,12.89,VA,SOUNGA KEINA ZARMA,2.42,1,347,,0.0
14285,12.92,VA,SAMANDI,2.67,1,499,858.0,212.0
14286,12.72,H,LOULOUME,2.48,1,23,21.0,0.0
14287,12.77,H,GUEME RIVE GAUCHE,2.47,1,150,,0.0
14288,12.79,VA,KIRTACHI SEYBOU,2.48,1,2891,2741.0,379.0
14289,12.85,H,SEKOUKOU,2.43,1,212,,0.0
14290,12.84,H,GOUNGOU,2.43,1,33,13.0,0.0
14291,12.84,VA,KIRTACHI ZENO,2.43,1,1582,1889.0,350.0
14292,12.92,H,KANGAGA,2.38,1,107,145.0,0.0
14293,12.6,H,TOUNGABAOCHI,2.52,1,174,,0.0
14294,12.89,VA,SOUNGAME,2.38,1,933,,0.0
14295,12.82,VA,SAYO,2.47,1,499,704.0,386.0
14296,12.67,H,DARES SALAM (H),2.5,1,278,,0.0
14297,12.77,VA,MALA,2.5,1,1301,1575.0,334.0
14298,12.82,VA,MOUZI,2.47,1,404,619.0,344.0
14299,12.74,H,HAMDALLAYE,2.49,1,20,,0.0
14300,12.72,H,HANAMIZE,2.62,1,320,,176.0
14301,12.72,VA,BANIZOUMBOU,2.52,2,965,1108.0,768.0
14302,12.68,H,FAKARA BERI (H),2.57,1,386,,0.0
14303,12.69,VA,ZARMAGANDEYE (SOUREY ),2.51,1,381,,0.0
14304,12.59,H,MAMBOLI,2.56,1,267,355.0,0.0
14305,12.56,H,TAFA,2.59,1,280,217.0,126.0
14306,12.51,H,GOUNGOU MAKONO,2.57,1,256,,132.0
14307,12.53,VA,TONDEY,2.59,1,352,591.0,211.0
14308,13.05,H,MANGA KOIRA,2.38,1,301,318.0,331.0
14309,13.02,VA,SABON SOUDJI (HAMADANDI),2.37,1,389,,0.0
14310,12.73,H,DOUBEYZE GOROU,2.49,1,55,36.0,0.0
14311,12.69,H,BALAGA,2.48,1,236,295.0,189.0
14312,12.67,H,DAREY BANGOU (H),2.47,1,164,,0.0
14313,12.66,H,GANDA KOARA (H),2.49,1,221,,0.0
14314,12.64,H,BABAL GOUNGOU (H),2.53,1,156,,0.0
14315,12.6,H,ZORI MOUNE,2.53,1,52,117.0,0.0
14316,12.61,H,TONDI SAMO,2.53,1,71,101.0,0.0
14317,12.59,H,MALLAM SEYBOU,2.51,1,82,,0.0
14318,12.53,H,LATANGOU,2.53,1,180,53.0,0.0
14319,12.6,H,BIRA GOUNGOU,2.52,1,61,,0.0
14320,12.59,VA,KORO GOUNGOU,2.5,1,373,,0.0
14321,12.9,H,KOIRA TEGUI,2.6,1,498,329.0,0.0
14322,12.87,H,LOUDJE,2.55,1,351,,0.0
14323,12.85,H,ZARIA,2.54,1,289,254.0,0.0
14324,12.92,VA,BANGNEYE BANGOU (BANIE BANGOU),2.58,1,701,,0.0
14325,13.04,H,WADOUKA,2.38,1,107,113.0,0.0
14326,13.07,VA,TONDIFOU,2.47,1,1488,2092.0,0.0
14327,12.97,VA,BABANGATA ISSA,2.37,1,233,,187.0
14328,12.95,H,ALPHA KOIRA,2.42,1,300,,0.0
14329,12.94,VA,TIRAFERI,2.4,1,352,,0.0
14330,12.97,H,KABAFO,2.42,1,262,,0.0
14331,12.95,VA,BABANGATA BARKIRE,2.4,1,514,,0.0
14332,13.02,VA,TOULWEY,2.4,1,429,,0.0
14333,12.95,VA,BANIZOUNBOU PEULH,2.38,1,184,,0.0
14334,13.02,H,TALIBIA,2.37,1,287,303.0,183.0
14335,12.95,VA,BABANGATA ZANKOYE,2.37,1,114,,0.0
14336,13.33,H,ALFA KOARA,2.3,1,111,,0.0
14337,13.33,H,MOLI SORKAY DO,2.31,1,326,,0.0
14338,13.32,VA,MOLI,2.3,1,815,,0.0
14339,13.26,VA,TORSO,2.37,1,106,64.0,0.0
14340,13.32,H,DEYTAGUI(WINDI KAINA),2.46,1,453,,0.0
14341,13.33,VA,WINDI BERI,2.44,1,1122,,0.0
14342,13.29,VA,BANI ZOUMBOU,2.47,1,64,,0.0
14343,13.25,H,BIKORE,2.47,1,171,,0.0
14344,13.22,H,TONDI GAMEY,2.43,1,311,,0.0
14345,13.27,VA,SAKEY KOIARA ZENO,2.47,1,1475,,0.0
14346,13.27,VA,SAKEY KOUARA TEGUI,2.47,1,943,,0.0
14347,13.3,VA,KOLLO HAOUSSA (VA),2.33,1,512,,0.0
14348,13.3,VA,KOLLO ZARMA,2.33,3,1224,1271.0,1103.0
14349,13.35,VA,BOGOL,2.38,1,795,,0.0
14350,13.37,H,TONDI KIRE,2.48,1,108,,0.0
14351,13.39,VA,BALLA KOARA,2.42,1,108,,0.0
14352,13.3,VA,KOLLO KOURTEY (VA),2.32,1,210,,0.0
14353,13.34,VA,BOUDOUNGA,2.42,1,256,,0.0
14354,13.34,VA,SIRIGNERE ZARMA,2.31,1,950,,0.0
14355,13.31,VA,ZANGOU KONGOU  PEULH,2.37,1,596,,0.0
14356,13.37,H,BADAWAL,2.77,1,521,,0.0
14357,13.35,VA,BOULA TOMBO ZARMA,2.78,1,1045,,0.0
14358,13.3,H,HALLAH OKI,2.35,1,201,,0.0
14359,13.3,VA,KOUGOU ZARMA,2.35,1,298,,0.0
14360,13.23,VA,SEBERI PEULH,2.41,1,47,,0.0
14361,13.3,VA,KONGOU ZOUGOU PEULH,2.37,1,380,,0.0
14362,13.29,H,BANIZOUMBOU,2.47,1,86,98.0,0.0
14363,13.32,VA,WINDE KORKOY,2.46,1,1346,,0.0
14364,13.3,VA,KONGOU ZOUGOU ZARIHA,2.33,1,181,,0.0
14365,13.19,VA,DAGARI ZARMA (VA),2.38,1,890,,0.0
14366,13.32,VA,KOLLO PEUL (Guelawa) (VA),2.33,1,163,,0.0
14367,13.27,H,SEKOUROU,2.37,1,424,,0.0
14368,13.29,VA,SEBERI DJERMA,2.33,1,1635,,0.0
14369,13.35,VA,SIRIGNERE PEULH,2.32,1,397,,0.0
14370,13.16,VA,DAGARI PEULH (BOULAY),2.46,1,403,,0.0
14371,13.39,VA,DIABATI PEULH,2.5,1,524,,0.0
14372,13.32,VA,BOULA FONDOGA,2.8,1,844,,316.0
14373,13.34,VA,BOULA KOARATEGUI (VA),2.78,1,551,,0.0
14374,13.37,H,TOULOUEL,2.73,1,386,,0.0
14375,13.4,H,DAREY,2.67,1,192,430.0,292.0
14376,13.35,H,BERAY GANDA,2.68,1,141,173.0,0.0
14377,13.38,H,GOROU GANDA,2.69,1,155,233.0,0.0
14378,13.37,VA,SOURAGOUROU,2.68,1,1536,,0.0
14379,13.37,VA,DIABATI DJERMA,2.5,1,162,,0.0
14380,13.35,VA,TIOUDAWA,2.5,1,1034,,0.0
14381,13.37,VA,DEYTEGUI GOROU,2.65,1,709,,0.0
14382,13.44,H,YELOUMA,2.5,1,395,643.0,262.0
14383,13.4,VA,DIRI BANGOU (VA),2.53,1,677,,0.0
14384,13.35,VA,KOKORBE,2.73,1,700,751.0,293.0
14385,13.32,H,WINDIBERI,2.43,1,135,,0.0
14386,13.32,VA,TOLLO,2.72,2,869,1389.0,709.0
14387,13.37,H,DANDALA,2.63,1,388,584.0,296.0
14388,13.39,H,BARI TOURI,2.58,1,852,470.0,0.0
14389,13.39,VA,BABOUSSAYE (VA),2.62,1,2088,,0.0
14390,13.29,VA,BOKOKILI,2.7,1,813,,0.0
14391,13.3,H,AHAMANDEY KAINA (H),2.77,1,237,,0.0
14392,13.29,VA,N'GAMDEY,2.74,1,762,1079.0,0.0
14393,13.3,H,ALFAGA KOIRA,2.75,1,88,,0.0
14394,13.29,VA,AHAMANDEY BERI (VA),2.77,1,790,,0.0
14395,13.54,H,GOUNTOU KOARA,2.49,1,230,,0.0
14396,13.49,VA,GASSAN GOURGNE,2.53,1,685,,0.0
14397,13.19,VA,DOUDO (VA),2.61,1,565,,0.0
14398,13.47,H,BALAL SADJA (H),2.57,1,159,,0.0
14399,13.33,H,KOURE BANGOU KOUAREY,2.58,1,750,,0.0
14400,13.3,H,TCHOUBI (VT),2.62,1,893,,0.0
14401,13.31,VA,KOURE (VA),2.58,1,2399,,0.0
14402,13.25,VA,KARRA BEDJI PEULH,2.5,1,65,,0.0
14403,13.28,H,KOUARA ZENO,2.68,1,167,,0.0
14404,13.24,H,GARDIGIE (H),2.67,1,413,,0.0
14405,13.27,VA,SINA KOUARA,2.67,1,491,,0.0
14406,13.37,VA,TOMBO PEULH,2.78,1,282,771.0,0.0
14407,13.39,VA,KOKOARE PEULH,2.43,1,1298,,0.0
14408,13.45,H,FATABADE,2.62,1,117,,0.0
14409,13.43,H,KOKODABE ZARMANDEY,2.44,1,151,,0.0
14410,13.37,H,FOU HINZA SANEY,2.47,1,50,,0.0
14411,13.4,VA,KOKODRE ZARMA,2.45,1,635,,0.0
14412,13.33,VA,KOURE PEULH,2.56,1,194,302.0,0.0
14413,13.29,H,BANIZOUMBOU,2.47,1,256,62.0,0.0
14414,13.34,VA,BOULA GANDATCHE,2.8,1,367,495.0,342.0
14415,13.44,VA,DOLOHI (VA),2.58,1,1316,,0.0
14416,13.27,VA,KAROUBEDJI,2.5,1,2533,,0.0
14417,13.45,VA,SEKIRE PEULH,2.17,1,36,,406.0
14418,13.41,VA,LIBORE TONKO BANGOU,2.19,1,2464,,0.0
14419,13.42,VA,BANI GOUNGOU,2.17,1,1900,,0.0
14420,13.52,H,BOULFONDA,2.23,1,777,,0.0
14421,13.54,H,KOGOROU,2.25,1,785,925.0,0.0
14422,13.42,VA,MALLALEY (LIBORE MALLALEY),2.17,1,918,,0.0
14423,13.42,VA,KOROZE,2.18,1,333,535.0,0.0
14424,13.55,H,YABONI,2.23,1,381,1148.0,430.0
14425,13.47,H,GONZARI BERI,2.23,1,363,,0.0
14426,13.46,H,GONZARI KAINA,2.24,1,295,,0.0
14427,13.44,H,SOREY SEKOU KOUARA (SOREY BENE),2.23,1,980,,0.0
14428,13.4,VA,LIBORE BONGOU BANDA,2.18,1,1658,,0.0
14429,13.44,H,SOREY GANGA,2.22,1,552,,0.0
14430,13.42,VA,LIBORE ZARMA,2.18,1,561,827.0,447.0
14431,13.45,H,TAWRE,2.15,1,260,,0.0
14432,13.44,VA,SEKIRE ZARMA,2.17,3,992,,1301.0
14433,13.5,H,GARBAL,2.22,1,791,,0.0
14434,13.42,H,GOROU BERI,2.13,1,297,,271.0
14435,13.44,VA,KOARA KOUKOU,2.17,1,318,,0.0
14436,13.44,VA,LIBORE PEULH,2.2,1,163,,0.0
14437,13.4,VA,TILBI,2.17,1,170,221.0,0.0
14438,13.4,VA,TIANDIFAROU,2.18,1,1500,,0.0
14439,13.35,VA,N'DOUNGA SANEY,2.26,1,1627,,0.0
14440,13.38,H,GALA GOUNGOU,2.22,1,403,,0.0
14441,13.36,VA,GALA KAINA,2.24,2,835,,522.0
14442,13.37,VA,GALA BERI (VA),2.23,1,622,,0.0
14443,13.47,VA,BILINGOL,2.37,1,525,,0.0
14444,13.35,H,KOARA LAMI,2.26,1,86,,0.0
14445,13.34,H,BORONSI KORA,2.25,1,227,,0.0
14446,13.34,H,GOUNGOUBON,2.28,1,344,,0.0
14447,13.35,VA,KOUARA TEGUI (VA),2.27,1,662,,0.0
14448,13.37,VA,DOLEWA (VA),2.28,1,184,,0.0
14449,13.39,VA,ABDA GOUNGOU,2.21,1,482,1037.0,0.0
14450,13.38,H,KARWANDAN,2.22,1,482,,237.0
14451,13.37,H,GNEYZE GOUREY (H),2.22,1,381,,0.0
14452,13.42,H,DAREY BANGOU,2.25,1,749,888.0,301.0
14453,13.37,H,HAOUSSATCHE,2.25,1,1118,,266.0
14454,13.37,VA,TIOLOL,2.32,1,484,,0.0
14455,13.47,H,M BODA,2.32,1,126,,0.0
14456,13.39,VA,KOULOU KOUARA,2.2,1,1131,,0.0
14457,13.47,H,BIRI ZAN ZAN,2.33,1,356,,0.0
14458,13.35,VA,SEBANGUEY,2.25,1,983,,0.0
14459,13.43,H,ALFAGAY KOIARA,2.36,1,231,,0.0
14460,13.43,H,GANDATCHE,2.37,1,680,,0.0
14461,13.43,H,KALLEY DO,2.36,1,72,,0.0
14462,13.41,VA,GUESSELBODI,2.36,2,528,,629.0
14463,13.72,H,BOUBOULASSA,1.67,1,271,,0.0
14464,13.73,H,GAWANA PEULH,1.64,1,85,,0.0
14465,13.74,VA,KOIRIA GOURMA,1.67,1,1630,,0.0
14466,13.64,VA,DAKA,1.79,1,584,,0.0
14467,13.54,H,KESSARA (KOSSORA HONDOU),1.63,1,419,,0.0
14468,13.68,H,DIRIM HALIDOU,1.55,1,82,,0.0
14469,13.72,H,KOSSORA,1.58,1,100,177.0,0.0
14470,13.7,VA,BOKSAY,1.6,1,658,,0.0
14471,13.6,H,DABEROU,1.48,1,567,,0.0
14472,13.6,H,ZEBAN GOROU,1.52,1,281,,0.0
14473,13.62,VA,KOUTOUME BIGARRE,1.5,1,688,,0.0
14474,13.57,H,KOMOKOUKOU,1.85,1,404,,0.0
